,Date,Price
851,2013-04-08,1865.25
852,2013-04-09,1858.25
853,2013-04-10,1877.75
854,2013-04-11,1855.25
855,2013-04-12,1840.75
856,2013-04-15,1803.75
857,2013-04-16,1860.5
858,2013-04-17,1855.25
859,2013-04-18,1873.5
860,2013-04-19,1871.25
861,2013-04-22,1840.75
862,2013-04-23,1858.25
863,2013-04-24,1870.75
864,2013-04-25,1882.75
865,2013-04-26,1889.75
866,2013-04-29,1846.25
867,2013-04-30,1846.25
868,2013-05-01,1788.25
869,2013-05-02,1802.5
870,2013-05-03,1827.5
871,2013-05-06,1841.0
872,2013-05-07,1841.0
873,2013-05-08,1886.25
874,2013-05-09,1864.25
875,2013-05-10,1847.5
876,2013-05-13,1827.25
877,2013-05-14,1825.25
878,2013-05-15,1800.25
879,2013-05-16,1802.25
880,2013-05-17,1840.25
881,2013-05-20,1810.75
882,2013-05-21,1834.75
883,2013-05-22,1837.25
884,2013-05-23,1825.75
885,2013-05-24,1814.25
886,2013-05-27,1807.75
887,2013-05-28,1807.75
888,2013-05-29,1820.75
889,2013-05-30,1856.5
890,2013-05-31,1875.25
891,2013-06-03,1888.25
892,2013-06-04,1902.25
893,2013-06-05,1938.75
894,2013-06-06,1927.25
895,2013-06-07,1933.25
896,2013-06-10,1883.5
897,2013-06-11,1848.25
898,2013-06-12,1842.5
899,2013-06-13,1812.75
900,2013-06-14,1815.25
901,2013-06-17,1789.25
902,2013-06-18,1794.75
903,2013-06-19,1792.25
904,2013-06-20,1748.25
905,2013-06-21,1747.75
906,2013-06-24,1728.75
907,2013-06-25,1744.25
908,2013-06-26,1732.75
909,2013-06-27,1719.25
910,2013-06-28,1730.75
911,2013-07-01,1753.75
912,2013-07-02,1792.25
913,2013-07-03,1774.25
914,2013-07-04,1767.25
915,2013-07-05,1742.75
916,2013-07-08,1736.25
917,2013-07-09,1739.75
918,2013-07-10,1761.25
919,2013-07-11,1800.25
920,2013-07-12,1790.0
921,2013-07-15,1761.25
922,2013-07-16,1752.25
923,2013-07-17,1772.25
924,2013-07-18,1752.75
925,2013-07-19,1772.5
926,2013-07-22,1794.25
927,2013-07-23,1801.25
928,2013-07-24,1806.75
929,2013-07-25,1784.25
930,2013-07-26,1761.25
931,2013-07-29,1759.75
932,2013-07-30,1741.25
933,2013-07-31,1731.75
934,2013-08-01,1776.25
935,2013-08-02,1769.5
936,2013-08-05,1755.25
937,2013-08-06,1752.75
938,2013-08-07,1730.75
939,2013-08-08,1781.5
940,2013-08-09,1821.25
941,2013-08-12,1832.25
942,2013-08-13,1839.25
943,2013-08-14,1834.75
944,2013-08-15,1842.25
945,2013-08-16,1876.25
946,2013-08-19,1872.25
947,2013-08-20,1848.5
948,2013-08-21,1852.25
949,2013-08-22,1857.25
950,2013-08-23,1834.5
951,2013-08-26,1827.75
952,2013-08-27,1827.75
953,2013-08-28,1826.25
954,2013-08-29,1797.5
955,2013-08-30,1775.25
956,2013-09-02,1763.75
957,2013-09-03,1772.75
958,2013-09-04,1744.25
959,2013-09-05,1744.25
960,2013-09-06,1780.25
961,2013-09-09,1766.75
962,2013-09-10,1759.25
963,2013-09-11,1756.25
964,2013-09-12,1746.0
965,2013-09-13,1746.0
966,2013-09-16,1734.25
967,2013-09-17,1729.75
968,2013-09-18,1741.75
969,2013-09-19,1783.25
970,2013-09-20,1771.25
971,2013-09-23,1754.25
972,2013-09-24,1753.25
973,2013-09-25,1751.5
974,2013-09-26,1751.5
975,2013-09-27,1789.25
976,2013-09-30,1802.75
977,2013-10-01,1785.5
978,2013-10-02,1773.25
979,2013-10-03,1785.25
980,2013-10-04,1789.25
981,2013-10-07,1790.75
982,2013-10-08,1790.75
983,2013-10-09,1838.75
984,2013-10-10,1818.25
985,2013-10-11,1829.75
986,2013-10-14,1821.75
987,2013-10-15,1804.75
988,2013-10-16,1786.75
989,2013-10-17,1795.75
990,2013-10-18,1808.25
991,2013-10-21,1807.25
992,2013-10-22,1829.25
993,2013-10-23,1821.5
994,2013-10-24,1801.5
995,2013-10-25,1806.75
